video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
170,793,183,515,59,233,246,830,111,67,39,38,48,255,140,30,12,"['brain', 'community', 'compassion', 'empathy', 'psychology']",1604402
171,249,71,13,45,288,330,9,82,25,11,13,53,75,12,5,18,"['communication', 'community', 'parenting', 'relationships', 'writing']",533761
172,558,435,1035,960,1210,598,422,371,238,70,61,78,1414,378,82,37,"['children', 'design', 'entertainment', 'parenting', 'play', 'sports', 'technology']",4364865
173,1080,465,3528,1302,1696,82,1148,28,292,916,58,447,426,63,899,140,"['South America', 'entertainment', 'global issues', 'love', 'parenting', 'storytelling', 'women', 'world cultures']",3741423
174,375,71,1452,114,84,74,16,120,40,34,34,18,143,94,39,44,"['comedy', 'humor']",933311
175,1231,95,884,868,120,16,154,65,61,41,19,42,74,114,10,4,"['ants', 'biology', 'collaboration', 'design', 'insects', 'science']",928270
176,1082,227,1512,1454,453,150,907,406,84,177,92,140,185,252,80,84,"['entertainment', 'film', 'humor', 'movies', 'storytelling', 'technology']",3519656
177,327,554,8328,8448,5201,3875,815,1647,236,543,95,322,216,80,126,79,"['animals', 'evolution', 'exploration', 'fish', 'oceans', 'science', 'technology']",13926113
178,1097,40,41,138,83,27,68,111,12,43,20,59,82,29,9,7,"['art', 'culture', 'design', 'museums']",585052
179,1320,39,139,90,68,127,100,8,14,161,30,23,45,36,49,12,"['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']",959382
180,640,41,29,134,240,71,62,3,30,26,3,6,0,0,0,0,"['culture', 'entertainment', 'guitar', 'live music', 'music', 'performance', 'singer', 'technology']",403089
181,2128,95,153,280,670,11,46,108,158,18,122,63,22,19,42,10,"['MacArthur grant', 'activism', 'children', 'cities', 'culture', 'live music', 'philanthropy']",611092
182,1148,205,633,1716,696,236,212,221,92,160,97,74,167,42,30,14,"['culture', 'education', 'entertainment', 'library', 'literature', 'race', 'storytelling']",1854024
183,255,51,604,62,236,166,76,18,46,18,91,24,35,23,24,16,"['entertainment', 'humor', 'music', 'technology']",594523
184,1056,34,59,128,66,27,58,52,59,65,49,21,13,26,15,9,"['art', 'culture', 'entertainment', 'photography']",670863
185,775,117,134,109,267,44,37,105,45,61,23,11,11,18,20,10,"['business', 'community', 'culture', 'global issues', 'philanthropy', 'philosophy', 'technology']",324266
186,819,78,157,88,162,76,61,123,42,40,57,28,136,114,7,6,"['business', 'cars', 'cities', 'technology', 'transportation']",434005
187,943,63,186,438,85,123,189,167,17,24,53,140,82,9,39,4,"['Brazil', 'South America', 'cities', 'culture', 'design', 'green', 'humor', 'infrastructure', 'sustainability', 'transportation']",596961
188,1295,30,96,124,92,210,109,120,44,102,71,27,46,16,13,11,"['MacArthur grant', 'ancient world', 'art', 'books', 'cities', 'communication', 'culture', 'design', 'humor']",700273
189,1045,165,121,353,635,537,332,570,52,70,67,22,46,133,50,17,"['animals', 'bees', 'business', 'culture', 'ecology', 'evolution', 'food', 'garden', 'global issues', 'plants', 'science']",1359400
190,1171,60,363,244,93,32,102,46,308,73,33,182,30,30,45,10,"['business', 'collaboration', 'communication', 'community', 'culture', 'global issues', 'humanity', 'wikipedia']",931001
191,1151,105,129,667,529,58,142,177,267,34,77,22,20,11,9,6,"['live music', 'music', 'performance', 'technology']",1687185
192,518,53,79,206,36,196,202,8,21,19,63,5,24,50,7,14,"['NASA', 'Planets', 'future', 'history', 'physics', 'rocket science', 'science', 'space', 'storytelling', 'technology']",785872
193,1066,29,49,75,117,187,177,33,12,10,20,16,73,33,29,0,"['architecture', 'cities', 'collaboration', 'creativity', 'design', 'museums', 'visualizations']",545664
194,374,46,34,433,80,49,41,159,31,67,7,12,24,17,14,38,"['collaboration', 'comedy', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling']",487972
195,927,84,402,1637,59,267,116,15,57,126,72,14,52,56,9,6,"['collaboration', 'entertainment', 'humor', 'physics']",807628
196,326,43,183,108,33,37,43,36,8,10,45,12,1,4,0,0,"['Africa', 'collaboration', 'culture', 'global issues', 'politics']",200726
197,202,26,67,80,66,191,89,37,18,25,154,70,13,9,2,2,"['TED Brain Trust', 'children', 'design', 'entertainment', 'parenting', 'photography', 'rocket science', 'space', 'toy']",412154
198,402,70,170,112,330,357,306,209,26,35,71,14,72,23,40,6,"['astronomy', 'collaboration', 'demo', 'science', 'technology', 'telescopes', 'universe']",1034064
199,1237,61,238,231,175,130,117,45,30,93,117,17,45,63,30,20,"['children', 'collaboration', 'computers', 'design', 'technology']",777609
200,954,137,680,402,583,239,292,73,71,33,34,33,30,9,14,14,"['alternative energy', 'creativity', 'energy', 'genetics', 'global issues', 'invention', 'science', 'technology']",1004893
201,1523,64,77,24,19,177,51,86,131,101,26,30,14,4,12,7,"['demo', 'design', 'entertainment', 'future', 'interface design', 'media', 'movies', 'technology']",974087
202,1099,2877,14447,16918,10464,9437,7842,966,5430,356,289,1704,1228,550,636,398,"['biology', 'brain', 'consciousness', 'global issues', 'illness', 'science']",21190883
203,2678,9,76,19,32,31,40,41,16,10,7,9,10,9,35,11,"['architecture', 'collaboration', 'design', 'global issues', 'technology']",620806
204,1535,231,452,1398,480,301,223,209,24,215,241,133,28,8,11,8,"['TED Prize', 'activism', 'children', 'collaboration', 'culture', 'design', 'education', 'entertainment', 'global issues', 'teaching', 'writing']",1357888
205,1288,456,528,86,340,240,458,1111,318,123,97,37,91,50,15,26,"['TED Prize', 'collaboration', 'faith', 'global issues', 'religion']",1277619
206,1490,69,396,17,106,142,70,92,113,65,3,15,54,7,3,0,"['Africa', 'TED Prize', 'education', 'math', 'physics', 'science', 'technology']",473165
207,1917,67,193,181,122,119,96,37,22,58,30,11,61,16,25,19,"['architecture', 'cities', 'green']",763815
208,242,156,85,15,455,679,96,388,251,223,126,49,49,29,30,10,"['biology', 'brain', 'business', 'demo', 'medicine', 'science', 'technology', 'visualizations']",1485761
209,1077,251,126,119,195,645,432,1243,86,177,773,278,362,228,92,65,"['culture', 'education', 'science', 'technology', 'web']",2283491
210,419,67,52,105,522,71,113,8,14,20,6,14,3,5,1,0,"['Africa', 'entertainment', 'guitar', 'live music', 'music', 'performance']",294936
211,264,82,324,524,197,307,74,282,28,81,7,110,35,65,10,1,"['art', 'demo', 'design', 'entertainment', 'history', 'technology']",1224127
212,230,39,77,124,32,10,41,5,10,7,44,6,5,8,8,0,"['education', 'history', 'math', 'science', 'space', 'technology', 'war']",311741
213,240,68,132,170,44,17,59,15,24,53,224,42,111,70,8,1,"['animation', 'art', 'demo', 'design', 'entertainment', 'film', 'music', 'online video', 'visualizations']",480377
214,612,551,1070,305,775,716,304,199,254,69,47,48,209,86,41,141,"['String theory', 'evolution', 'math', 'physics', 'science', 'time', 'universe']",8655723
215,1674,664,1055,1175,534,58,340,1435,137,653,68,87,210,288,120,74,"['activism', 'climate change', 'global issues', 'science']",1751426
216,340,258,843,1684,1338,3249,159,2368,132,89,159,80,8,14,9,15,"['business', 'demo', 'design', 'education', 'entertainment', 'gaming', 'hack', 'technology']",5483940
217,1241,87,168,240,204,87,38,52,109,142,37,16,20,16,31,1,"['creativity', 'demo', 'design', 'entertainment', 'health care', 'live music', 'music', 'technology', 'writing']",497153
218,1072,92,285,555,268,258,29,24,93,35,105,69,27,40,3,7,"['Google', 'business', 'collaboration', 'economics', 'law', 'social change', 'technology', 'wikipedia']",753974
219,1003,51,123,177,56,105,112,53,20,14,23,4,10,1,0,0,"['Africa', 'activism', 'global development', 'global issues', 'health', 'health care', 'heart health', 'public health', 'science']",371754
220,1372,145,416,157,560,752,304,148,444,298,204,273,106,172,43,59,"['culture', 'entertainment', 'storytelling', 'writing']",2477746
221,1146,534,2050,58,2551,753,440,582,747,349,96,79,116,88,41,27,"['String theory', 'TED Brain Trust', 'physics', 'science', 'universe']",4119616
222,899,292,169,1276,237,838,1633,34,93,448,21,47,239,449,16,29,"['String theory', 'big bang', 'education', 'physics', 'science', 'technology']",3074172
223,1041,39,64,59,35,32,143,16,81,19,13,31,23,21,3,0,"['entertainment', 'humor', 'live music', 'music', 'performance']",362609
224,1197,32,49,37,19,8,91,202,36,93,78,66,9,23,10,2,"['Africa', 'education', 'global issues', 'philanthropy', 'technology']",315244
225,1064,356,1921,181,1479,1093,1247,1084,87,167,610,60,54,25,51,18,"['biology', 'design', 'food', 'global issues', 'pollution', 'science', 'technology']",4060628
226,1071,69,172,252,131,141,43,22,8,9,66,19,30,18,28,6,"['bacteria', 'biology', 'disease', 'evolution', 'global issues', 'health', 'illness', 'medicine', 'microbiology', 'science']",442623
227,2222,82,267,117,214,488,32,88,367,453,80,26,35,36,22,6,"['MacArthur grant', 'dance', 'entertainment', 'math', 'music', 'physics', 'sports']",944836
228,606,303,642,1846,312,977,643,925,676,16,82,122,41,13,14,6,"['animals', 'design', 'hack', 'intelligence', 'interface design', 'technology']",2398373
229,269,211,199,1219,363,567,340,135,100,167,94,46,194,26,24,16,"['Google', 'business', 'economics', 'entertainment', 'global issues', 'media', 'news']",1888717
230,1208,537,1425,2217,110,1914,389,505,305,183,194,210,92,70,37,102,"['environment', 'food', 'green', 'obesity', 'sustainability']",3830672
231,1099,111,332,623,557,118,704,366,70,70,39,25,7,20,4,5,"['adventure', 'animals', 'biodiversity', 'education', 'exploration', 'fish', 'oceans', 'science', 'submarine']",1281570
232,1063,60,444,143,193,187,34,140,59,51,44,175,84,124,19,24,"['business', 'computers', 'creativity', 'design', 'sex', 'society']",1109822
233,944,76,119,370,42,489,27,383,13,140,320,7,35,12,8,5,"['art', 'design', 'engineering', 'entertainment', 'humor', 'philosophy']",672113
234,863,49,27,66,19,70,6,30,14,24,37,7,13,16,5,19,"['activism', 'design', 'health', 'health care', 'invention', 'public health', 'technology']",230569
235,1011,139,443,330,67,58,410,116,31,117,18,36,22,34,10,17,"['Africa', 'activism', 'business', 'economics', 'global development', 'global issues', 'inequality', 'politics', 'poverty']",990220
236,1168,358,197,48,652,136,248,253,313,405,121,68,186,89,118,45,"['brain', 'culture', 'design', 'evolution', 'meme', 'technology']",735638
237,1034,57,81,273,170,22,157,70,27,9,45,116,31,10,23,23,"['TED Brain Trust', 'animals', 'archaeology', 'dinosaurs', 'entertainment', 'exploration', 'fish', 'humor', 'photography']",437132
238,386,43,84,330,30,100,31,8,7,8,6,4,22,1,0,0,"['Africa', 'guitar', 'live music', 'music', 'singer']",82488
239,1152,174,512,43,142,256,448,153,315,101,51,90,43,61,25,2,"['anthropology', 'beauty', 'culture', 'faith', 'global issues', 'photography', 'religion']",984223
240,135,76,78,28,104,6,30,12,65,131,18,18,12,11,7,13,"['culture', 'global issues', 'history', 'language', 'physics']",785293
241,1038,85,411,319,131,67,41,28,31,41,38,100,55,10,10,8,"['computers', 'engineering', 'history', 'library', 'military', 'science', 'software', 'technology']",838799
242,674,218,73,123,307,13,764,703,831,509,565,389,108,232,75,11,"['art', 'beauty', 'business', 'culture', 'photography', 'plastic', 'statistics']",1520108
243,192,102,571,257,225,248,44,65,81,20,39,22,13,2,1,11,"['aging', 'genetics', 'health', 'health care', 'medicine', 'science']",1384333
244,1222,83,221,255,495,276,49,265,82,11,47,28,9,4,4,3,"['animals', 'design', 'evolution', 'robots', 'science', 'technology', 'transportation']",799797
245,211,131,682,211,224,118,163,15,62,51,17,10,13,21,3,0,"['Vaccines', 'design', 'food', 'global issues', 'invention', 'medicine', 'technology']",857181
246,1138,119,66,112,208,307,86,23,16,11,64,80,24,57,27,7,"['business', 'cars', 'culture', 'economics', 'parenting', 'statistics', 'transportation']",749952
247,1243,638,5967,1960,8108,2736,639,1303,1291,396,900,143,47,36,37,28,"['conducting', 'creativity', 'culture', 'entertainment', 'live music', 'music', 'performance']",9315483
248,1000,43,89,80,171,21,28,50,25,11,19,55,10,4,7,3,"['activism', 'computers', 'design', 'technology']",398643
249,140,42,104,134,370,27,51,19,32,12,20,26,14,5,3,1,"['culture', 'entertainment', 'genetics', 'live music', 'piano', 'science', 'singer']",680591
250,186,50,44,41,36,21,57,20,38,62,97,54,19,13,2,0,"['entertainment', 'live music', 'music']",217663
251,241,38,121,216,77,40,68,11,2,264,13,18,45,12,0,0,"['business', 'flight', 'science', 'space', 'technology', 'universe']",497899
252,1507,197,344,817,157,650,386,14,22,24,37,11,12,24,23,9,"['art', 'children', 'family', 'global issues', 'media', 'photography', 'storytelling']",1123955
253,559,49,150,243,27,48,8,18,16,8,65,5,4,3,0,0,"['entertainment', 'guitar', 'live music', 'music', 'peace', 'performance', 'singer', 'storytelling']",327542
254,1098,41,136,175,9,4,23,20,50,2,8,21,42,6,3,0,"['Africa', 'activism', 'animals', 'biodiversity', 'ecology', 'trees', 'war']",368974
255,1100,43,11,18,14,150,64,79,179,44,32,6,42,5,0,0,"['animals', 'animation', 'biomechanics', 'demo', 'design', 'entertainment', 'gaming', 'technology', 'virtual reality']",325148
256,240,166,36,65,250,224,53,112,205,36,91,23,29,39,15,6,"['culture', 'film', 'library', 'movies', 'personal growth', 'storytelling']",920941
257,1246,64,373,355,514,249,136,88,43,20,31,27,47,5,22,20,"['business', 'cognitive science', 'collaboration', 'culture', 'social change', 'society', 'technology']",1097533
258,334,59,79,20,54,383,476,95,48,60,53,7,7,26,8,3,"['entertainment', 'humor', 'live music', 'love', 'music', 'performance', 'piano', 'women']",1013879
259,1151,87,221,38,46,109,83,252,52,70,112,115,50,82,23,18,"['Planets', 'astrobiology', 'astronomy', 'biotech', 'exploration', 'extraterrestrial life', 'physics', 'science', 'technology', 'universe']",895199
260,956,229,347,1063,1157,639,202,253,144,154,35,131,499,92,50,55,"['brain', 'cognitive science', 'culture', 'literature', 'love', 'poetry', 'psychology', 'relationships', 'science', 'technology']",4883112
261,1580,791,470,356,71,122,109,1090,294,158,420,411,148,163,25,56,"['Christianity', 'God', 'death', 'faith', 'religion', 'technology']",1532675
262,1060,583,531,345,376,936,219,130,422,250,150,116,105,50,52,45,"['comedy', 'culture', 'entertainment', 'humanity', 'humor', 'religion', 'writing']",2291701
263,1189,669,273,3715,803,206,2555,267,1819,336,252,505,161,137,208,79,"['brain', 'entertainment', 'illusion', 'magic']",13327101
264,1422,224,609,1244,708,1094,24,173,202,60,96,166,34,89,75,120,"['brain', 'education', 'evolutionary psychology', 'happiness', 'introvert', 'personality', 'psychology', 'science', 'technology']",4190393
265,153,15,81,23,38,32,54,18,10,11,3,9,3,2,0,0,"['Africa', 'art', 'business', 'design']",294961
266,974,137,491,591,135,672,127,126,45,40,44,5,11,16,19,8,"['Africa', 'culture', 'entertainment', 'humanity', 'humor', 'literature', 'poetry', 'writing']",843859
267,936,70,55,75,206,109,285,28,16,22,30,86,44,24,10,16,"['Africa', 'ancient world', 'anthropology', 'apes', 'evolution', 'human origins', 'humanity', 'paleontology', 'science']",656400
268,1229,79,260,321,146,336,47,55,55,8,39,21,15,21,24,9,"['art', 'culture', 'entertainment', 'global issues', 'happiness', 'software', 'storytelling', 'web']",855052
269,921,36,48,71,18,33,25,22,33,13,43,38,37,48,12,8,"['architecture', 'art', 'business', 'design', 'humor']",282994
270,1174,233,188,199,543,171,653,356,218,97,119,29,65,31,44,35,"['communication', 'complexity', 'future', 'technology', 'web']",1358292
271,982,93,27,256,54,147,211,113,31,19,102,40,15,43,10,26,"['brain', 'complexity', 'computers', 'design', 'engineering', 'science', 'technology', 'visualizations']",580298
272,953,66,401,411,747,362,536,329,89,7,48,55,6,3,22,1,"['art', 'design', 'engineering', 'math', 'origami', 'space']",2161846
273,178,16,53,25,69,73,85,10,67,11,10,41,8,4,5,0,"['cello', 'entertainment', 'music', 'origami']",375734
274,969,272,951,927,165,139,182,73,66,18,26,104,19,14,22,10,"['astronomy', 'big bang', 'dark matter', 'education', 'energy', 'physics', 'science', 'telescopes', 'time', 'universe']",1410164
275,1253,90,468,82,480,26,150,38,94,36,99,20,20,18,18,10,"['Africa', 'DNA', 'anthropology', 'culture', 'evolution', 'genetics', 'race', 'science']",665947
276,893,80,26,15,500,408,487,189,126,120,40,73,84,19,26,4,"['animals', 'culture', 'design', 'entertainment', 'global issues', 'photography', 'storytelling']",1056435
277,1868,109,799,1552,1583,399,90,69,19,46,59,80,52,14,13,34,"['entertainment', 'humor', 'illusion', 'magic']",4204848
