card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
OG_045,HUNTER,SPELL,Infest,3,,,RARE,,TRUE,,OG,"Give your minions ""<b>Deathrattle:</b> Add a random Beast to your hand.""",The best part is the look on their face when you jump out of the cake! Err?corpse.,,
AT_016e,PRIEST,ENCHANTMENT,Confused,,,,,,,,TGT,Swapped Attack and Health.,,,
NAX12_01H,NEUTRAL,HERO,Gluth,,,45,,,,,NAXX,,,,
EX1_571,DRUID,SPELL,Force of Nature,5,,,EPIC,,TRUE,,EXPERT1,Summon three 2/2 Treants.,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",,
EX1_561,NEUTRAL,MINION,Alexstrasza,9,8,8,LEGENDARY,,TRUE,DRAGON,EXPERT1,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,Set Health to 15.,
CFM_316t,HUNTER,MINION,Rat,1,1,1,,,,BEAST,GANGS,,,,
BRMA10_4H,NEUTRAL,MINION,Corrupted Egg,1,0,3,,,,,BRM,"When this minion has 5 or more Health, it hatches.",,,
OG_134,NEUTRAL,MINION,"Yogg-Saron, Hope's End",10,7,5,LEGENDARY,,TRUE,,OG,<b>Battlecry:</b> Cast a random spell for each spell you've cast this game <i>(targets chosen randomly)</i>.,I spell your doom... Y-O-U-R D-O-O-M!,,
BRMA04_4H,NEUTRAL,SPELL,Rock Out,3,,,,,,,BRM,Summon 3 Firesworn. <b>Overload:</b> (2),,,
OG_206,SHAMAN,SPELL,Stormcrack,2,,,COMMON,,TRUE,,OG,Deal $4 damage to a minion. <b>Overload:</b> (1),WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING,,
NEW1_017,NEUTRAL,MINION,Hungry Crab,1,1,2,EPIC,,TRUE,BEAST,EXPERT1,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,Murloc.  It's what's for dinner.,,
LOEA04_30,NEUTRAL,SPELL,The Darkness,0,,,,,,,LOE,<b>Take the Shortcut?</b>,,,
CFM_337,HUNTER,WEAPON,Piranha Launcher,5,2,,EPIC,4,TRUE,,GANGS,"[x]After your hero attacks,
summon a 1/1 Piranha.",A great improvement over the guppy launcher.,,
LOE_019,ROGUE,MINION,Unearthed Raptor,3,3,4,RARE,,TRUE,,LOE,<b>Battlecry:</b> Choose a friendly minion. Gain a copy of its <b>Deathrattle</b> effect.,Still hunting for the ones who earthed him.,,
GVG_060,PALADIN,MINION,Quartermaster,5,2,5,EPIC,,TRUE,,GVG,<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.,His specialty? Dividing things into four pieces.,,
CFM_694,ROGUE,MINION,Shadow Sensei,4,4,4,RARE,,TRUE,,GANGS,<b>Battlecry:</b> Give a <b>Stealthed</b> minion +2/+2.,"He used to be Aya's tutor, but she fired him for bugging her too much.",,
TU4c_006,NEUTRAL,SPELL,Bananas,1,,,COMMON,,,,MISSIONS,Give a friendly minion +1/+1. <i>(+1 Attack/+1 Health)</i>,,,
EX1_283,NEUTRAL,MINION,Frost Elemental,6,5,5,COMMON,,TRUE,,EXPERT1,<b>Battlecry:</b> <b>Freeze</b> a character.,When a Water elemental and an Ice elemental love each other VERY much...,Freeze a character.,
OG_281e,NEUTRAL,ENCHANTMENT,Fanatic Devotion,,,,,,,,OG,Increased Stats.,,,
XXX_054e,NEUTRAL,ENCHANTMENT,Weapon Buff Enchant,,,,,,,,CHEAT,,,,
TB_Face_Ench1,NEUTRAL,ENCHANTMENT,Safe,,,,,,,,TB,This minion is safe from attacks and cannot have taunt.,,,
GVG_121,NEUTRAL,MINION,Clockwork Giant,12,8,8,EPIC,,TRUE,MECHANICAL,GVG,Costs (1) less for each card in your opponent's hand.,He and Mountain Giant don't get along.,,
NEW1_014,ROGUE,MINION,Master of Disguise,4,4,4,RARE,,TRUE,,EXPERT1,<b>Battlecry:</b> Give a friendly minion <b>Stealth</b> until your next turn.,"She's actually a male tauren.  People don't call him ""Master of Disguise"" for nothing.",Give <b>Stealth</b>.,
LOEA_01H,NEUTRAL,SPELL,Looming Presence,3,,,,,,,LOE,Draw 3 cards. Gain 6 Armor.,,,
TB_SPT_DPromoSecret1,WARRIOR,SPELL,Visions of the Barbarian,2,,,,,,,TB,"<b>Secret:</b> When your opponent summons a minion with <b>Charge</b>, THUNDER FURY!",,,
NAX8_04t,NEUTRAL,MINION,Spectral Warrior,3,0,4,,,,,NAXX,"At the start of your turn, deal 1 damage to your hero.",,,
TB_CoOpv3_202,NEUTRAL,SPELL,Vicious Swipe,0,,,,,,,TB,Deal attack damage to 2 random minions.,,,
LOE_027,PALADIN,SPELL,Sacred Trial,1,,,COMMON,,TRUE,,LOE,"<b>Secret:</b> After your opponent has at least 3 minions and plays another, destroy it.",You have chosen poorly.,,
LOE_086,NEUTRAL,MINION,Summoning Stone,5,0,6,RARE,,TRUE,,LOE,"Whenever you cast a spell, summon a random minion of the same Cost.",Sometimes it feels like it's always the same slackers that are waiting for a summon.,,
FP1_022,WARLOCK,MINION,Voidcaller,4,3,4,COMMON,,TRUE,DEMON,NAXX,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,"""Void!  Here, void!  Here, buddy!""",,
NAX1_03,NEUTRAL,MINION,Nerubian,2,3,1,,,,,NAXX,,,,
GVG_110t,NEUTRAL,MINION,Boom Bot,1,1,1,,,,MECHANICAL,GVG,<b>Deathrattle:</b> Deal 1-4 damage to a random enemy.,,,
TB_KTRAF_HP_RAF4,NEUTRAL,HERO_POWER,"Staff, Two Pieces",2,,,,,,,TB,Add a random epic card to your hand. It costs (3) less.,,,
AT_129,NEUTRAL,MINION,Fjola Lightbane,3,3,4,LEGENDARY,,TRUE,,TGT,"Whenever <b>you</b> target this minion with a spell, gain <b>Divine Shield.</b>","LOVES being called ""the wonder twins"".",,
CS2_004e,PRIEST,ENCHANTMENT,Power Word: Shield,,,,,,,,CORE,+2 Health.,,,
CFM_336,HUNTER,MINION,Shaky Zipgunner,3,3,3,COMMON,,TRUE,,GANGS,"[x]<b>Deathrattle:</b> Give a random
minion in your hand +2/+2.",The Grimy Goons can get you any weapon you want but if you want it to not explode you gotta pay extra.,,
AT_028,ROGUE,MINION,Shado-Pan Rider,5,3,7,COMMON,,TRUE,,TGT,<b>Combo:</b> Gain +3 Attack.,"He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.",,
TB_LOEA13_2,DRUID,HERO_POWER,Ancient Power,0,,,,,,,TB,"<b>Hero Power</b>
Give each player a random card. It costs (0).",,,
GVG_104a,NEUTRAL,ENCHANTMENT,"HERE, TAKE BUFF.",,,,,,,,GVG,1,,,
BRM_018e,PALADIN,ENCHANTMENT,Unchained!,,,,,,,,BRM,Your next Dragon costs (2) less.,,,
LOEA16_2H,NEUTRAL,HERO_POWER,Staff of Origination,0,,,,,,,LOE,"<b>Passive Hero Power</b>
Your hero is <b>Immune</b>.",,,
OG_221,PALADIN,MINION,Selfless Hero,1,2,1,RARE,,TRUE,,OG,<b>Deathrattle:</b> Give a random friendly minion <b>Divine Shield</b>.,"""Don't worry about me?I'll just be here... under these tentacles.""",,
FP1_030,NEUTRAL,MINION,Loatheb,5,5,5,LEGENDARY,,TRUE,,NAXX,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,,
CS2_127,NEUTRAL,MINION,Silverback Patriarch,3,1,4,COMMON,,TRUE,BEAST,CORE,<b>Taunt</b>,"He likes to act like he's in charge, but the silverback matriarch actually runs things.",,
GVG_103,NEUTRAL,MINION,Micro Machine,2,1,2,COMMON,,TRUE,MECHANICAL,GVG,"At the start of each turn, gain +1 Attack.",This card is the real thing.,,
GVG_041a,DRUID,SPELL,Dark Wispers,0,,,,,,,GVG,+5/+5 and <b>Taunt</b>.,,,
TB_SPT_DPromoCrate2,NEUTRAL,MINION,Discarded Armor,1,0,4,,,,,TB,<b>Deathrattle:</b> Current turn player gains 5 armor.,,,
LOE_092,NEUTRAL,MINION,Arch-Thief Rafaam,9,7,8,LEGENDARY,,TRUE,,LOE,<b>Battlecry: Discover</b> a powerful Artifact.,He's very good at retrieving artifacts.  From other people's museums.,,
EX1_304e,WARLOCK,ENCHANTMENT,Consume,,,,,,,,EXPERT1,Increased stats.,,,
AT_030,ROGUE,MINION,Undercity Valiant,2,3,2,COMMON,,TRUE,,TGT,<b>Combo:</b> Deal 1 damage.,Almost went to play for Stormwind before signing with Undercity.,Deal 1 damage.,
GVG_061,PALADIN,SPELL,Muster for Battle,3,,,RARE,,TRUE,,GVG,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,"""I'm bringing the guacamole!"" ?One of the most successful (yet rare) Silver Hand rallying cries",,
EX1_005,NEUTRAL,MINION,Big Game Hunter,5,4,2,EPIC,,TRUE,,EXPERT1,<b>Battlecry:</b> Destroy a minion with 7 or more Attack.,Mere devilsaurs no longer excite him.  Soon he'll be trying to catch Onyxia with only a dull Krol Blade.,Destroy a minion with an Attack of 7 or more.,
OG_070e,ROGUE,ENCHANTMENT,Thirsty Blades,,,,COMMON,,,,OG,1,,,
AT_133e,NEUTRAL,ENCHANTMENT,Victory!,,,,,,,,TGT,1,,,
NEW1_017e,NEUTRAL,ENCHANTMENT,Full Belly,,,,,,,,EXPERT1,+2/+2.  Full of Murloc.,,,
NAX9_01H,NEUTRAL,HERO,Baron Rivendare,,,14,,,,,NAXX,,,,
NAX5_02H,NEUTRAL,HERO_POWER,Eruption,0,,,,,,,NAXX,"<b>Hero Power</b>
Deal 3 damage to the left-most enemy minion.",,,
BRMA16_1H,NEUTRAL,HERO,Atramedes,,,30,,,,,BRM,,,,
CFM_621t33,NEUTRAL,SPELL,Felbloom,10,,,,,,,GANGS,Deal $6 damage to all minions.,,,
AT_118,NEUTRAL,MINION,Grand Crusader,6,5,5,EPIC,,TRUE,,TGT,<b>Battlecry:</b> Add a random Paladin card to your hand.,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",,
AT_111,NEUTRAL,MINION,Refreshment Vendor,4,3,5,COMMON,,TRUE,,TGT,<b>Battlecry:</b> Restore 4 Health to each hero.,"Menu:  Funnel cakes, carrots, popcorn, jormungar steaks.  It's hard serving a diverse clientele.",,
KAR_A10_08,NEUTRAL,MINION,White Knight,4,4,3,,,,,KARA,"<b>Charge</b>.
Can't Attack Heroes.",,,
EX1_317,WARLOCK,SPELL,Sense Demons,3,,,COMMON,,TRUE,,EXPERT1,"Draw 2 Demons
from your deck.",Generally demons are pretty obvious and you don’t need a spell to sense them.,,
LOEA16_19H,NEUTRAL,MINION,Sun Raider Phaerix,10,10,10,LEGENDARY,,,,LOE,Your other minions are <b>Immune</b>.,,,
KARA_12_03H,MAGE,SPELL,Flame Wreath,3,,,,,,,KARA,"<b>Secret:</b> When an enemy attacks, deal $10 damage to all other enemies.",,,
TB_CoOpv3_010,NEUTRAL,SPELL,Explosive Runes,0,,,,,,,TB,Summon two 'Explosive Runes.',,,
CRED_07,NEUTRAL,MINION,Zwick,2,2,2,LEGENDARY,,,,CREDITS,<b>Battlecry:</b> Complain about bacon prices.,,,
BRMA09_3,NEUTRAL,HERO_POWER,Old Horde,2,,,,,,,BRM,"<b>Hero Power</b>
Summon two 1/1 Orcs with <b>Taunt</b>. Get a new Hero Power.",,,
AT_026,WARLOCK,MINION,Wrathguard,2,4,3,COMMON,,TRUE,DEMON,TGT,"Whenever this minion takes damage, also deal that amount to your hero.","After playing against 5 Annoy-O-Trons, any normal guard will become a Wrathguard.",,
EX1_258e,SHAMAN,ENCHANTMENT,Overloading,,,,,,,,EXPERT1,Increased stats.,,,
GVG_044,NEUTRAL,MINION,Spider Tank,3,3,4,COMMON,,TRUE,MECHANICAL,GVG,,"""What if we put guns on it?"" -Fizzblitz, staring at the spider-transportation-machine",,
BRMA17_8H,NEUTRAL,HERO_POWER,Nefarian Strikes!,0,,,,,,,BRM,"<b>Hero Power</b>
Nefarian rains fire from above!",,,
GVG_043e,HUNTER,ENCHANTMENT,Glaivezooka,,,,,,,,GVG,+1 Attack.,,,
EX1_014te,NEUTRAL,ENCHANTMENT,Bananas,,,,,,,,EXPERT1,Has +1/+1.,,,
KAR_a10_Boss2,NEUTRAL,HERO,Black King,,,20,,,,,KARA,,,,
CFM_670,NEUTRAL,MINION,Mayor Noggenfogger,9,5,4,LEGENDARY,,TRUE,,GANGS,All targets are chosen randomly.,"This flavor text was randomly generated.  If it happens to form words and make sense, that is purely by chance.",,
EX1_250,SHAMAN,MINION,Earth Elemental,5,7,8,EPIC,,TRUE,,EXPERT1,<b>Taunt</b>. <b>Overload:</b> (3),Nothing beats rock.,,
FP1_019t,DRUID,MINION,Treant,1,2,2,,,,,NAXX,,,,
XXX_002,NEUTRAL,SPELL,Damage 5,0,,,COMMON,,,,CHEAT,Deal $5 damage.,,,
EX1_341,PRIEST,MINION,Lightwell,2,0,5,RARE,,TRUE,,EXPERT1,"At the start of your turn, restore 3 Health to a damaged friendly character.","It isn't clear if people ignore the Lightwell, or if it is just invisible.",,
OG_156a,NEUTRAL,MINION,Ooze,1,1,1,COMMON,,,,OG,<b>Taunt</b>,,,
CFM_712_t07,NEUTRAL,MINION,Jade Golem,7,7,7,,,,,GANGS,,,,
KARA_13_13H,NEUTRAL,HERO_POWER,Legion,2,,,,,,,KARA,"<b>Hero Power</b>
Summon two 6/6 Abyssals.",,,
EX1_619,PALADIN,SPELL,Equality,2,,,RARE,,TRUE,,EXPERT1,Change the Health of ALL minions to 1.,We are all special unique snowflakes... with 1 Health.,,
AT_005t,NEUTRAL,MINION,Boar,3,4,2,,,,BEAST,TGT,<b>Charge</b>,,,
AT_049e,SHAMAN,ENCHANTMENT,Power of the Bluff,,,,,,,,TGT,Increased Attack.,,,
AT_113,NEUTRAL,MINION,Recruiter,5,5,4,EPIC,,TRUE,,TGT,<b>Inspire:</b> Add a 2/2 Squire to your hand.,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,,
BRMA03_3,NEUTRAL,MINION,Moira Bronzebeard,2,1,3,,,,,BRM,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.",,,
LOEA16_13,NEUTRAL,SPELL,Eye of Orsis,0,,,,,,,LOE,<b>Discover</b> a minion and gain 3 copies of it.,,,
KARA_06_03hp,NEUTRAL,HERO_POWER,True Love,4,,,COMMON,,,,KARA,"<b>Hero Power</b>
If you don't have Romulo, summon him.",,,
TU4c_006e,NEUTRAL,ENCHANTMENT,Bananas,,,,,,,,MISSIONS,This minion has +1/+1. <i>(+1 Attack/+1 Health)</i>,,,
OG_320e,NEUTRAL,ENCHANTMENT,Hour of Corruption,,,,,,,,OG,Increased Attack.,,,
AT_050t,SHAMAN,HERO_POWER,Lightning Jolt,2,,,,,,,TGT,"<b>Hero Power</b>
Deal $2 damage.",,,
TB_CoOpv3_005,NEUTRAL,SPELL,Cleave,0,,,,,,,TB,Deal 4 damage to a minion and its owner.,,,
CFM_603,PRIEST,SPELL,Potion of Madness,1,,,COMMON,,TRUE,,GANGS,Gain control of an enemy minion with 2 or less Attack until end of turn.,You'd be insane NOT to drink it!,,
NAX14_01,NEUTRAL,HERO,Sapphiron,,,30,,,,,NAXX,,,,
CS2_197,NEUTRAL,MINION,Ogre Magi,4,4,4,COMMON,,TRUE,,CORE,<b>Spell Damage +1</b>,Training Ogres in the art of spellcasting is a questionable decision.,,
XXX_062,NEUTRAL,SPELL,Armor 5,0,,,,,,,CHEAT,Give target Hero +5 Armor,,,
EX1_058,NEUTRAL,MINION,Sunfury Protector,2,2,3,RARE,,TRUE,,EXPERT1,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,"She carries a shield, but only so she can give it to someone she can stand behind.",,
GVG_099,NEUTRAL,MINION,Bomb Lobber,5,3,3,RARE,,TRUE,,GVG,<b>Battlecry:</b> Deal 4 damage to a random enemy minion.,He lobbies Orgrimmar daily on behalf of bombs.,,
OG_195c,DRUID,MINION,Wisp,0,1,1,COMMON,,,,OG,,,,
OG_047a,DRUID,SPELL,Evolve Spines,0,,,COMMON,,,,OG,Give your hero +4 Attack this turn.,,,
CS2_022e,MAGE,ENCHANTMENT,Polymorph,,,,COMMON,,,,CORE,This minion has been transformed into a 1/1 Sheep.,,,
TB_SPT_DPromoSpellBovine1,NEUTRAL,SPELL,Moo...,6,,,,,,,TB,Summon 3 Hell Bovines. Give all Hell Bovines <b>Taunt</b>.,,,
TB_PickYourFate_8_EnchRand,NEUTRAL,ENCHANTMENT,Fate 8 Rand 2 armor each turn,,,,,,,,TB,,,,
BRMA16_2H,NEUTRAL,HERO_POWER,Echolocate,0,,,,,,,BRM,"<b>Hero Power</b>
Equip a weapon that grows as your opponent plays cards.",,,
NAX12_03,NEUTRAL,WEAPON,Jaws,1,1,,,5,,,NAXX,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,,
OG_234,PRIEST,MINION,Darkshire Alchemist,5,4,5,COMMON,,TRUE,,OG,<b>Battlecry:</b> Restore 5 Health.,The secret ingredient: liquified funnel cake.,,
GVG_055,WARRIOR,MINION,Screwjank Clunker,4,2,5,RARE,,TRUE,MECHANICAL,GVG,<b>Battlecry:</b> Give a friendly Mech +2/+2.,"If it breaks, just kick it a couple of times while yelling ""Durn thing!""",Give +2/+2.,
EX1_247,SHAMAN,WEAPON,Stormforged Axe,2,2,,COMMON,3,TRUE,,EXPERT1,<b>Overload:</b> (1),"Yo, that's a nice axe.",,
LOEA09_3H,NEUTRAL,HERO_POWER,Endless Hunger,0,,,,,,,LOE,"<b>Hero Power</b>
Summon a Hungry Naga.",,,
BRMA07_3,NEUTRAL,SPELL,TIME FOR SMASH,4,,,,,,,BRM,Deal $5 damage to a random enemy. Gain 5 Armor.,,,
BRMC_99,NEUTRAL,MINION,Garr,5,4,8,LEGENDARY,,,,TB,"Whenever this minion takes damage, summon a 2/3 Elemental with <b>Taunt</b>.",,,
BRMA06_2H,NEUTRAL,HERO_POWER,The Majordomo,2,,,,,,,BRM,"<b>Hero Power</b>
Summon a 3/3 Flamewaker Acolyte.",,,
CS2_142,NEUTRAL,MINION,Kobold Geomancer,2,2,2,COMMON,,TRUE,,CORE,<b>Spell Damage +1</b>,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",,
KARA_09_06heroic,NEUTRAL,SPELL,Shadow Volley,4,,,,,,,KARA,Deal $3 damage to all non-Demon minions.,,,
OG_083,MAGE,MINION,Twilight Flamecaller,3,2,2,COMMON,,TRUE,,OG,<b>Battlecry:</b> Deal 1 damage to all enemy minions.,Make sure you summon a Twilight Marshmallowcaller too! Mmmm Mmm Mmm!!,,
NEW1_014e,ROGUE,ENCHANTMENT,Disguised,,,,,,,,EXPERT1,Stealthed until your next turn.,,,
HRW02_1,NEUTRAL,MINION,Gearmaster Mechazod,10,1,80,LEGENDARY,,,,TB,"<b>Boss</b>
At the beginning of each turn, Mechazod strikes!",,,
LOEA09_9H,NEUTRAL,SPELL,Naga Repellent,1,,,,,,,LOE,Change the Attack of all Hungry Naga to 1.,,,
EX1_243,SHAMAN,MINION,Dust Devil,1,3,1,COMMON,,TRUE,,EXPERT1,<b>Windfury</b>. <b>Overload:</b> (2),Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,,
CFM_717,SHAMAN,WEAPON,Jade Claws,2,2,,RARE,2,TRUE,,GANGS,"<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.
<b><b>Overload</b>:</b> (1)","""Best manicure ever!"" - Aya Blackpaw",,
TB_CoOpv3_101e,NEUTRAL,ENCHANTMENT,Team Player Enchantment,,,,,,,,TB,<b>Immune</b> ahile attacking,,,
TU4c_003,NEUTRAL,MINION,Barrel,0,0,2,COMMON,,,,MISSIONS,Is something in this barrel?,,,
EX1_083,NEUTRAL,MINION,Tinkmaster Overspark,3,3,3,LEGENDARY,,TRUE,,EXPERT1,"[x]<b>Battlecry:</b> Transform
another random minion
into a 5/5 Devilsaur
 or a 1/1 Squirrel.",Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,Transform a minion into a 5/5 or a 1/1 at random.,
XXX_026,NEUTRAL,SPELL,Enable Emotes,0,,,COMMON,,,,CHEAT,"Enable emotes for your VS.AI game. (not in tutorials, though)",,,
LOEA15_2,NEUTRAL,HERO_POWER,Unstable Portal,2,,,,,,,LOE,"<b>Hero Power</b>
Add a random minion to your hand. It costs (3) less.",,,
EX1_398t,WARRIOR,WEAPON,Battle Axe,1,2,,,2,,,EXPERT1,,,,
FP1_012t,NEUTRAL,MINION,Slime,1,1,2,,,,,NAXX,<b>Taunt</b>,,,
BRMA09_2_TB,NEUTRAL,HERO_POWER,Open the Gates,2,,,,,,,TB,"<b>Hero Power</b>
Summon three 1/1 Whelps.",,,
GVG_049e,HUNTER,ENCHANTMENT,Might of Zul'Farrak,,,,,,,,GVG,Multiplying Attack.,,,
OG_202,DRUID,MINION,Mire Keeper,4,3,3,RARE,,TRUE,,OG,"[x]<b>Choose One -</b> Summon a
2/2 Slime; or Gain an
empty Mana Crystal.","""Hey.... Is that Mire for sale?"" 
""No.  I'm keeping it.""",,
CS2_011,DRUID,SPELL,Savage Roar,3,,,COMMON,,TRUE,,CORE,Give your characters +2 Attack this turn.,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.",,
CS2_188o,NEUTRAL,ENCHANTMENT,'Inspired',,,,,,,,EXPERT1,This minion has +2 Attack this turn.,,,
CFM_609,NEUTRAL,MINION,Fel Orc Soulfiend,3,3,7,EPIC,,TRUE,,GANGS,"At the start of your turn, deal 2 damage to this minion.","""Doc says the persistent burning sensation in my soul is probably just an ulcer.""",,
BRMA12_5H,NEUTRAL,SPELL,Brood Affliction: Blue,3,,,,,,,BRM,"While this is in your hand, Chromaggus' spells cost (3) less.",,,
BRMA12_2,NEUTRAL,HERO_POWER,Brood Affliction,0,,,,,,,BRM,"<b>Hero Power</b>
At the end of your turn, add a Brood Affliction card to your opponent's hand.",,,
LOE_026,PALADIN,SPELL,Anyfin Can Happen,10,,,RARE,,TRUE,,LOE,Summon 7 Murlocs that died this game.,Theme song by Ellie Goldfin and Blagghghlrlrl Harris.,,
NAX8_05,NEUTRAL,MINION,Unrelenting Rider,6,5,6,,,,,NAXX,<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.,,,
TB_PickYourFate_2nd,NEUTRAL,ENCHANTMENT,Pick Your Fate Randon 2nd,,,,,,,,TB,,,,
TB_001,NEUTRAL,ENCHANTMENT,Boss HP Swapper,,,,,,,,TB,,,,
EX1_126,ROGUE,SPELL,Betrayal,2,,,COMMON,,TRUE,,EXPERT1,Force an enemy minion to deal its damage to the minions next to it.,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",,
KARA_08_01H,NEUTRAL,HERO,Netherspite,,,30,,,,,KARA,,,,
TB_GP_01e_copy1,NEUTRAL,ENCHANTMENT,Shadow Tower Give My minions Stealth,,,,,,,,TB,"Can't Attack.
<b>Stealth</b>.",,,
CFM_621e3,NEUTRAL,ENCHANTMENT,Goldthorn,,,,,,,,GANGS,+6 Health.,,,
KAR_097t,NEUTRAL,WEAPON,Atiesh,3,1,,,3,,,KARA,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",,,
LOEA16_11,NEUTRAL,SPELL,Crown of Kael'thas,0,,,,,,,LOE,Deal $10 damage randomly split among ALL characters.,,,
OG_290e,NEUTRAL,ENCHANTMENT,Caller Devotion,,,,,,,,OG,1,,,
EX1_050,NEUTRAL,MINION,Coldlight Oracle,3,2,2,RARE,,TRUE,MURLOC,EXPERT1,<b>Battlecry:</b> Each player draws 2 cards.,They can see the future.   In that future both players draw more cards.   Spoooky.,,
XXX_047,NEUTRAL,SPELL,Destroy Deck,0,,,COMMON,,,,CHEAT,Delete an opponent's deck,,,
OG_179,HUNTER,MINION,Fiery Bat,1,2,1,COMMON,,TRUE,BEAST,OG,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,He'll always be our first.,,
BRMA10_1H,NEUTRAL,HERO,Razorgore the Untamed,,,30,,,,,BRM,,,,
XXX_119,NEUTRAL,SPELL,Death No Rattle,0,,,,,,,CHEAT,"Died without triggering <b>Deathrattle</b>, All The Time",,,
CFM_855,NEUTRAL,MINION,Defias Cleaner,6,5,7,EPIC,,TRUE,,GANGS,<b>Battlecry:</b> <b>Silence</b> a minion with <b>Deathrattle</b>.,His house cleaning service is quite thorough.  Not a spot to be found... or any of your stuff!,,
EX1_323w,WARLOCK,WEAPON,Blood Fury,3,3,,,8,,,EXPERT1,,,,
LOEA09_2,NEUTRAL,HERO_POWER,Enraged!,2,,,,,,,LOE,Give your hero +2 attack this turn.,,,
EX1_008,NEUTRAL,MINION,Argent Squire,1,1,1,COMMON,,TRUE,,EXPERT1,<b>Divine Shield</b>,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",,
BRMA09_3t,NEUTRAL,MINION,Old Horde Orc,1,1,1,,,,,BRM,<b>Taunt</b>,,,
AT_062,HUNTER,SPELL,Ball of Spiders,6,,,RARE,,TRUE,,TGT,Summon three 1/1 Webspinners.,"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone",,
XXX_022e,NEUTRAL,ENCHANTMENT,Free Cards,,,,,,,,CHEAT,Your cards cost (0) for the rest of the game.,,,
OG_256e,NEUTRAL,ENCHANTMENT,Slimed,,,,,,,,OG,1,,,
KARA_09_03heroic,NEUTRAL,SPELL,Many Imps!,2,,,,,,,KARA,Summon 2 Icky Imps.,,,
EX1_538,HUNTER,SPELL,Unleash the Hounds,3,,,COMMON,,TRUE,,EXPERT1,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",You must read the name of this card out loud each time you play it.,,
OG_248,NEUTRAL,MINION,Am'gam Rager,3,1,5,COMMON,,TRUE,,OG,,peerc rewop,,
OG_153,NEUTRAL,MINION,Bog Creeper,7,6,8,COMMON,,TRUE,,OG,<b>Taunt</b>,"He's tried other things, but bog sidling, bog ambling, and bog trundling just aren't as effective as bog creeping.",,
EX1_410,WARRIOR,SPELL,Shield Slam,1,,,EPIC,,TRUE,,EXPERT1,Deal 1 damage to a minion for each Armor you have.,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",,
EX1_607e,WARRIOR,ENCHANTMENT,Inner Rage,,,,,,,,EXPERT1,+2 Attack.,,,
BRMA01_1,NEUTRAL,HERO,Coren Direbrew,,,30,,,,,BRM,,,,
CFM_657,PRIEST,MINION,Kabal Songstealer,5,5,5,COMMON,,TRUE,,GANGS,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,,
EX1_560,NEUTRAL,MINION,Nozdormu,9,8,8,LEGENDARY,,TRUE,DRAGON,EXPERT1,Players only have 15 seconds to take their turns.,Time to write some flavor text.,,
